"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","Yds/A","Yds/C","Pa0-9","Pa10-19","Pa20-29","Pa30-39","Pa40-49","Pa50+","LgPa","Ru0-9","Ru10-19","Ru20-29","Ru30-39","Ru40-49","Ru50+","LgRu","Rc0-9","Rc10-19","Rc20-29","Rc30-39","Rc40-49","Rc50+","LgRc","F","TO"
"*05gu1*","Henry Ruggs","(N/A)","WR","4995","FA","24","Bye","500,000","9th","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mpx*","Jaylen Samuels","(N/A)","RB","5017","FA","26","Bye","500,000","9th","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04cn9*","Ricky Seals-Jones","NYG","TE","5082","FA","28","Bye","500,000","9th","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040hm*","Tajae Sharpe","CHI/SF","WR","5107","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","0","9","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cwi*","Scott Simonson","(N/A)","TE","5169","FA","30","Bye","500,000","9th","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ohd*","Ito Smith","DAL","RB","5218","FA","27","DAL 6<br/>@WAS 26 F","500,000","1st","0","9","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zvu*","Kenny Stills","(N/A)","WR","5327","FA","30","Bye","500,000","2nd","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wr7*","Laquon Treadwell","NE/ARI/SEA","WR","1221","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04cx0*","Greg Ward","PHI","WR","5686","FA","27","NYG 16<br/>@PHI 22 F","500,000","1st","0","7","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yoc*","Antoine Wesley","ARI","WR","5766","FA","25","ARI 13<br/>@SF 38 F","500,000","1st","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cga*","James White","NE","RB","5793","FA","31","Bye","500,000","1st","0","10","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jwd*","Kristian Wilkerson","NE","WR","5828","FA","26","NE 23<br/>@BUF 35 F","500,000","1st","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03oil*","Maxx Williams","ARI","TE","1326","FA","28","ARI 13<br/>@SF 38 F","500,000","1st","0","","3%","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01toe*","Mike Williams","(N/A)","WR","5898","FA","35","Bye","500,000","9th","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061co*","Rodney Williams","PIT","TE","5904","FA","25","CLE 14<br/>@PIT 28 F","500,000","1st","0","9","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ji3*","Ty'Son Williams","ARI","RB","1530","FA","26","ARI 13<br/>@SF 38 F","500,000","1st","0","13","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ory*","Tyrell Williams","DET","WR","5922","QBRT","31","Bye","600,000","2nd","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cqw*","Albert Wilson","LV","WR","5938","FA","30","Bye","500,000","1st","0","","3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04d2u*","Khalid Abdullah","(N/A)","RB","1597","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0037z*","Rob Abiamiri","(N/A)","WR","1598","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cpm*","Chad Abram","(N/A)","RB","1601","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061gc*","Keshunn Abram","(N/A)","WR","1602","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04okq*","Jaelon Acklin","(N/A)","WR","1608","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*003a4*","Charlie Adams","(N/A)","WR","1611","FA","43","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03clh*","D.J. Adams","(N/A)","RB","1612","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02abo*","Darvin Adams","(N/A)","WR","1613","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040iv*","Jerell Adams","TB","TE","1615","FA","30","TB 17<br/>@ATL 30 F","500,000","1st","0","11","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jav*","Joe Adams","(N/A)","WR","1616","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rus*","Jonathan Adams","(N/A)","WR","1617","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mqn*","Josh Adams","(N/A)","RB","1618","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*029uh*","Kris Adams","NYG","WR","1620","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*029sc*","Kyle Adams","(N/A)","TE","1621","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04cfq*","Rodney Adams","(N/A)","WR","1624","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040pg*","Bralon Addison","(N/A)","RB,WR","1628","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04con*","Quincy Adeboyejo","(N/A)","WR","1629","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uav*","Damola Adeniji","(N/A)","WR","1630","FA","35","Bye","500,000","1st","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001ue*","James Adkisson","(N/A)","WR","1636","FA","43","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uoj*","Graham Adomitis","(N/A)","TE","1637","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cqg*","Ray Agnew","(N/A)","RB","1641","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04cmx*","Carlton Agudosi","(N/A)","WR","1642","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jg6*","Devin Aguilar","(N/A)","WR","1643","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02aaq*","Kamar Aiken","(N/A)","WR","1644","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001ef*","Sam Aiken","(N/A)","WR","1645","FA","42","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005dz*","Erik Ainge","(N/A)","QB","1647","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ola*","Jay Ajayi","(N/A)","RB","1648","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01typ*","Seyi Ajirotutu","(N/A)","WR","1650","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rv6*","Landen Akers","(N/A)","WR","1651","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0308l*","C.J. Akins","(N/A)","WR","1653","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jft*","Elvis Akpla","(N/A)","WR","1655","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*004wa*","Zac Alcorn","(N/A)","WR,TE","1660","FA","42","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zz9*","Danario Alexander","(N/A)","WR","1663","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04p0y*","Deontez Alexander","(N/A)","WR","1664","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001pm*","Stephen Alexander","(N/A)","WR","1671","FA","47","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00264*","Rich Alexis","(N/A)","RB","1674","FA","41","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03onr*","Mario Alford","(N/A)","WR","1676","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0649h*","Josh Ali","ATL","WR","1679","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00211*","Michael Allan","(N/A)","TE","1680","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*026z1*","Anthony Allen","(N/A)","RB","1681","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02a4k*","Armando Allen","(N/A)","RB","1683","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04okt*","Austin Allen","(N/A)","QB","1684","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0613s*","Austin Allen","NYG/GB","TE","1685","FA","24","DET 20<br/>@GB 16 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0615g*","Chase Allen","CHI","TE","1689","FA","25","MIN 29<br/>@CHI 13 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040mg*","Davonte Allen","(N/A)","WR","1691","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060vn*","Devon Allen","PHI","WR","1692","FA","28","NYG 16<br/>@PHI 22 F","500,000","1st","0","7","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02j9m*","Dwayne Allen","(N/A)","TE","1693","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050qt*","Floyd Allen","(N/A)","WR","1694","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*013xn*","Jake Allen","(N/A)","WR","1695","FA","38","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03okr*","Javorius Allen","(N/A)","RB","1696","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001gs*","Jermaine Allen","(N/A)","RB","1697","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ou0*","Julian Allen","(N/A)","TE","1698","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0028a*","Marvin Allen","(N/A)","WR","1699","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cxr*","RaShaun Allen","(N/A)","TE","1701","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cli*","Torrence Allen","(N/A)","WR","1704","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040sn*","Geronimo Allison","(N/A)","WR","1708","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0106x*","Anthony Alridge","(N/A)","RB","1712","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03012*","Shawne Alston","(N/A)","RB","1714","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ce0*","Jace Amaro","(N/A)","TE","1716","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jgv*","Luther Ambrose","(N/A)","WR","1717","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001c6*","Otis Amey","(N/A)","WR","1720","FA","41","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*030o8*","Anthony Amos","(N/A)","WR","1721","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*030ov*","Jonathan Amosa","(N/A)","RB","1724","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050fd*","Bruce Anderson III","(N/A)","RB","1728","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ty5*","Andre Anderson","SEA","RB","1729","FA","34","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01tuw*","Bryan Anderson","(N/A)","WR","1730","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ooa*","Busta Anderson","(N/A)","TE","1731","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0307m*","Colin Anderson","(N/A)","TE","1732","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jkh*","Darius Anderson","HOU","RB","1734","FA","25","Bye","500,000","1st","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*003a7*","David Anderson","(N/A)","WR","1735","FA","39","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001nq*","Deon Anderson","(N/A)","RB","1737","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ovf*","Dres Anderson","(N/A)","WR","1738","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zcb*","Drew Anderson","(N/A)","QB","1739","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jtv*","Joe Anderson","(N/A)","WR","1740","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00380*","Mike Anderson","(N/A)","RB","1744","FA","49","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tza*","Otis Anderson","(N/A)","RB","1745","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zcc*","Rodney Anderson","(N/A)","RB","1746","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jq5*","Todd Anderson","(N/A)","RB","1747","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03coc*","Antonio Andrews","(N/A)","RB","1751","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04msx*","Darren Andrews","(N/A)","WR","1752","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*00265*","Mark Anelli","(N/A)","WR","1753","FA","43","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rsp*","Cary Angeline","(N/A)","TE","1755","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0035l*","Richard Angulo","(N/A)","TE","1757","FA","42","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cjw*","Blake Annen","(N/A)","TE","1761","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03d5d*","Deon Anthony","(N/A)","WR","1764","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01two*","Rodelin Anthony","(N/A)","TE","1765","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040ns*","Danny Anthrop","(N/A)","WR","1767","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jl5*","Hubert Anyiam","(N/A)","WR","1769","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04cz9*","Austin Appleby","(N/A)","QB","1770","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yos*","J.J. Arcega-Whiteside","SEA","WR,TE","1771","FA","26","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*025h3*","Emmanuel Arceneaux","(N/A)","WR","1772","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cfg*","Dri Archer","BUF","RB,WR","1773","FA","31","NE 23<br/>@BUF 35 F","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03l8k*","Ike Ariguzo","(N/A)","WR,TE","1775","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04cgf*","Alex Armah","WAS","RB","1776","FA","28","DAL 6<br/>@WAS 26 F","500,000","1st","0","14","0%","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zcd*","Ryquell Armstead","(N/A)","RB","1778","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01twx*","Alric Arnett","DET","WR","1781","FA","35","DET 20<br/>@GB 16 F","500,000","1st","0","6","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*002nq*","J.J. Arrington","(N/A)","RB","1783","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03oly*","Cameron Artis-Payne","(N/A)","RB","1784","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02a4d*","Matt Asiata","(N/A)","RB","1787","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*002y7*","B.J. Askew","(N/A)","RB","1788","FA","42","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cqy*","Nate Askew","CAR","TE,LB","1790","FA","31","CAR 10<br/>@NO 7 F","500,000","1st","0","13","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0503z*","George Aston","(N/A)","RB","1792","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01588*","Drew Atchison","(N/A)","TE","1793","FA","38","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04msg*","Marcell Ateman","(N/A)","WR","1794","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mu7*","Lamar Atkins","(N/A)","WR","1798","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cvo*","George Atkinson III","(N/A)","RB","1799","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04cmc*","Antony Auclair","HOU/TEN","TE","1800","FA","29","TEN 16<br/>@JAX 20 F","500,000","1st","0","6","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*030pa*","Kyle Auffray","(N/A)","TE","1801","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*026z9*","David Ausberry","(N/A)","TE","1803","FA","35","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rwm*","Jhamon Ausbon","(N/A)","WR","1804","FA","23","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060t4*","Kevin Austin Jr.","JAX","WR","1806","FA","23","TEN 16<br/>@JAX 20 F","500,000","1st","0","11","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060tx*","Chris Autman-Bell","(N/A)","WR","1809","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001gw*","Obafemi Ayanbadejo","(N/A)","RB","1815","FA","48","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
