"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros %","GP","Yds/A","Yds/C","Pa0-9","Pa10-19","Pa20-29","Pa30-39","Pa40-49","Pa50+","LgPa","Ru0-9","Ru10-19","Ru20-29","Ru30-39","Ru40-49","Ru50+","LgRu","Rc0-9","Rc10-19","Rc20-29","Rc30-39","Rc40-49","Rc50+","LgRc","F","TO"
"*040k2*","Demarcus Ayers","(N/A)","WR","1817","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0614o*","Josh Babicz","CAR/GB","TE","1819","FA","23","DET 20<br/>@GB 16 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04d8s*","Joe Bacci","(N/A)","RB","1821","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zzy*","Alex Bachman","HOU","WR","1822","FA","26","HOU 32<br/>@IND 31 F","500,000","1st","0","6","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03on1*","Kennard Backman","(N/A)","TE","1823","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04okb*","Jeff Badet","(N/A)","WR","1825","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04pc8*","Sherman Badie","(N/A)","RB","1826","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060s0*","Tyler Badie","BAL/DEN","RB","1241","FA","23","LAC 28<br/>@DEN 31 F","500,000","1st","0","9","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04own*","Stephen Baggett","(N/A)","TE","1827","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05t6d*","Kenji Bahar","(N/A)","QB","1828","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04oku*","Sergio Bailey II","(N/A)","WR","1829","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04d2p*","Aaron Bailey","(N/A)","WR","1830","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jgi*","Manasseh Bailey","(N/A)","WR","1834","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03oqo*","Rasheed Bailey","(N/A)","WR","1835","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zu6*","Stedman Bailey","(N/A)","WR","1836","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*002pm*","Dallas Baker","(N/A)","WR","1840","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0505a*","Dorian Baker","(N/A)","WR","1842","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040mu*","Jared Baker","(N/A)","RB","1843","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rsf*","Kawaan Baker","NO/GB/PHI","WR","1844","FA","24","CAR 10<br/>@NO 7 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063cy*","Daylen Baldwin","CLE","WR","1382","FA","23","CLE 14<br/>@PIT 28 F","500,000","1st","0","9","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zt9*","Montee Ball","(N/A)","RB","1848","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*004yv*","Reggie Ball","(N/A)","WR","1850","FA","38","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zzm*","Shawn Bane","(N/A)","WR","1856","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zce*","Blake Banham","(N/A)","WR","1858","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uhj*","Brandon Banks","WAS","WR","1859","FA","35","DAL 6<br/>@WAS 26 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zcf*","Jonathan Banks","(N/A)","QB","1862","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ji9*","Joe Banyard","(N/A)","RB","1864","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jii*","Jake Bargas","MIA","RB","1868","FA","26","NYJ 6<br/>@MIA 11 F","500,000","1st","0","11","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zul*","Matt Barkley","BUF","QB","1869","FA","32","NE 23<br/>@BUF 35 F","500,000","1st","0","7","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zx0*","Kenjon Barner","TB","RB","1870","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zcg*","Alex Barnes","(N/A)","RB","1872","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04cyv*","Brandon Barnes","(N/A)","TE","1873","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zch*","Keenan Barnes","(N/A)","WR","1876","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005d1*","Gary Barnidge","(N/A)","TE","1884","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ms0*","J.T. Barrett","(N/A)","QB","1887","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04oyl*","Cameron Batson","ATL","WR","1897","FA","27","TB 17<br/>@ATL 30 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ot6*","Marcus Baugh","(N/A)","TE","1900","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ojn*","Nick Bawden","NYJ","RB","1902","FA","26","Bye","500,000","1st","0","10","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jle*","Omar Bayless","(N/A)","WR","1904","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04czr*","Evan Baylis","KC","TE","1905","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0615v*","B.J. Baylor","ATL","RB","1906","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mu5*","Chris Bazile","(N/A)","TE","1908","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040mv*","Bobo Beathard","(N/A)","WR","1914","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uh1*","Larry Beavers","(N/A)","WR","1916","FA","37","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0028d*","John Beck","(N/A)","QB","1917","FA","41","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*050eu*","Nate Becker","GB","TE","1918","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jjs*","Ryan Becker","(N/A)","TE","1919","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ou3*","Chad Beebe","(N/A)","WR","1925","FA","28","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ge6*","Reggie Begelton","(N/A)","WR","1926","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061gh*","Ben Beise","(N/A)","TE","1927","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0500m*","Drew Belcher","(N/A)","TE","1928","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03oki*","Blake Bell","KC","TE","1198","FA","31","KC 31<br/>@LV 13 F","500,000","1st","0","8","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*001uh*","Dalton Bell","(N/A)","QB","1930","FA","40","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061ep*","Greg Bell","DET","RB","1931","FA","24","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01tu3*","Joique Bell","(N/A)","RB","1933","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ols*","Kenny Bell","(N/A)","WR","1934","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jj2*","Josh Bellamy","(N/A)","WR","1938","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jfj*","LeVante Bellamy","(N/A)","RB","1939","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02a5z*","Nick Bellore","SEA","RB,LB","1162","FA","33","LAR 16<br/>@SEA 19 F","500,000","1st","0","11","0%","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cdf*","Kelvin Benjamin","(N/A)","WR,TE","1941","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jah*","Travis Benjamin","(N/A)","WR","1942","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mrs*","Kurt Benkert","SF","QB","1943","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","0","9","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01tmn*","Arrelious Benn","(N/A)","WR","1944","FA","34","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03otb*","Bryan Bennett","(N/A)","QB","1945","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*005ap*","Martellus Bennett","(N/A)","TE","1946","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03uiz*","Michael Bennett","(N/A)","WR","1948","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0502i*","Trinity Benson","DET/DEN","WR","1949","FA","26","DET 20<br/>@GB 16 F","500,000","1st","0","6","0%","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040ll*","Mike Bercovici","(N/A)","QB","1954","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04122*","Sam Bergen","(N/A)","RB","1955","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*046zd*","Justin Berger","(N/A)","WR","1956","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0617o*","Jared Bernhardt","ATL","WR","1959","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","0","14","0%","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04osf*","Evan Berry","(N/A)","WR","1961","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jik*","Rashod Berry","JAX/IND","TE,DL,LB","1962","FA","26","HOU 32<br/>@IND 31 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0617f*","Stanley Berryhill","ARI/DET","WR","1963","FA","24","DET 20<br/>@GB 16 F","500,000","1st","0","6","0%","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jiq*","Brenton Bersin","(N/A)","WR","1964","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ryv*","Shaun Beyer","GB","TE","1971","FA","26","DET 20<br/>@GB 16 F","500,000","1st","0","14","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03p3r*","E.J. Bibbs","(N/A)","TE","1972","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ckv*","Kapri Bibbs","(N/A)","RB","1973","FA","30","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040u4*","Jace Billingsley","(N/A)","WR","1980","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060tr*","Jahleel Billingsley","(N/A)","TE","1981","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0450l*","Harvey Binford","(N/A)","WR","1982","FA","32","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061d3*","Josh Bist","(N/A)","TE","1984","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rya*","Tarik Black","NYJ/BAL","WR","1988","FA","25","Bye","500,000","1st","0","10","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02j7z*","Justin Blackmon","(N/A)","WR","1990","FA","33","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ot7*","Saeed Blacknall","(N/A)","WR","1992","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r49*","Chris Blair","(N/A)","WR","1993","FA","25","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04onr*","Christian Blake","(N/A)","WR","1995","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*040l4*","Tyrell Blanks","(N/A)","WR","1997","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0500b*","Khari Blasingame","CHI","RB","1999","FA","26","MIN 29<br/>@CHI 13 F","500,000","1st","0","14","0%","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04om4*","Alec Bloom","(N/A)","TE","2001","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zci*","David Blough","MIN/ARI","QB","1062","FA","27","ARI 13<br/>@SF 38 F","500,000","1st","0","13","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rzs*","Jibri Blount","(N/A)","TE","2003","FA","26","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01tw6*","LeGarrette Blount","(N/A)","RB","2004","FA","36","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03chv*","Alfred Blue","(N/A)","RB","2005","FA","31","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ckc*","Caleb Bluiett","(N/A)","TE","2006","FA","29","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04msq*","Bryce Bobo","(N/A)","WR","2008","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zcj*","Jamauri Bogan","(N/A)","RB","2011","FA","27","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061hc*","Naz Bohannon","(N/A)","TE","2012","FA","0","Bye","500,000","9th","0","","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
